ticker,expiration,K,option_type,bid_price,ask_price,option_price,volume,open_interest,r,S,sigma,q,current_price,total_divs,S_no_dividend,T,pomer_K_S,option_style
^RUT,2026-01-26,2460,Put,0,0,0.1,40,43,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.921638298567102,European
^RUT,2026-01-26,2465,Put,0,0,0.07,3,33,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9235115471414255,European
^RUT,2026-01-26,2470,Put,0,0,0.58,3,28,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9253847957157488,European
^RUT,2026-01-26,2475,Put,0,0,0.52,4,4,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9272580442900722,European
^RUT,2026-01-26,2480,Put,0,0,0.1,2,33,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9291312928643956,European
^RUT,2026-01-26,2485,Put,0,0,0.1,4,16,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9310045414387189,European
^RUT,2026-01-26,2490,Call,0,0,198.46,1,101,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9328777900130423,European
^RUT,2026-01-26,2490,Put,0,0,0.15,2,24,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9328777900130423,European
^RUT,2026-01-26,2495,Put,0,0,0.51,4,151,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9347510385873656,European
^RUT,2026-01-26,2500,Call,0,0,188.7,1,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9366242871616891,European
^RUT,2026-01-26,2500,Put,0,0,0.17,110,163,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9366242871616891,European
^RUT,2026-01-26,2505,Call,0,0,184.22,1,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9384975357360125,European
^RUT,2026-01-26,2505,Put,0,0,0.15,14,40,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9384975357360125,European
^RUT,2026-01-26,2510,Call,0,0,179.41,1,101,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9403707843103358,European
^RUT,2026-01-26,2510,Put,0,0,0.15,5,47,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9403707843103358,European
^RUT,2026-01-26,2515,Put,0,0,0.2,5,15,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9422440328846592,European
^RUT,2026-01-26,2520,Put,0,0,0.2,18,66,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9441172814589825,European
^RUT,2026-01-26,2525,Call,0,0,205.36,2,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9459905300333059,European
^RUT,2026-01-26,2525,Put,0,0,0.25,2,24,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9459905300333059,European
^RUT,2026-01-26,2530,Put,0,0,0.3,6,36,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9478637786076294,European
^RUT,2026-01-26,2535,Put,0,0,0.2,12,49,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9497370271819527,European
^RUT,2026-01-26,2540,Call,0,0,149.37,2,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9516102757562761,European
^RUT,2026-01-26,2540,Put,0,0,0.65,13,23,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9516102757562761,European
^RUT,2026-01-26,2545,Call,0,0,144.39,2,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9534835243305995,European
^RUT,2026-01-26,2545,Put,0,0,1.5,1,66,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9534835243305995,European
^RUT,2026-01-26,2550,Call,0,0,80.5,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9553567729049228,European
^RUT,2026-01-26,2550,Put,0,0,0.22,4,57,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9553567729049228,European
^RUT,2026-01-26,2555,Call,0,0,143.03,6,6,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9572300214792462,European
^RUT,2026-01-26,2555,Put,0,0,0.45,1,48,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9572300214792462,European
^RUT,2026-01-26,2560,Call,0,0,170.28,2,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9591032700535697,European
^RUT,2026-01-26,2560,Put,0,0,0.22,1,39,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9591032700535697,European
^RUT,2026-01-26,2565,Call,0,0,132.95,NA,6,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.960976518627893,European
^RUT,2026-01-26,2565,Put,0,0,0.27,30,85,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.960976518627893,European
^RUT,2026-01-26,2570,Call,0,0,62.11,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9628497672022164,European
^RUT,2026-01-26,2570,Put,0,0,0.32,24,38,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9628497672022164,European
^RUT,2026-01-26,2575,Call,0,0,43.1,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9647230157765397,European
^RUT,2026-01-26,2575,Put,0,0,0.3,1,66,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9647230157765397,European
^RUT,2026-01-26,2580,Call,0,0,70.77,1,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9665962643508631,European
^RUT,2026-01-26,2580,Put,0,0,0.47,2,189,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9665962643508631,European
^RUT,2026-01-26,2585,Put,0,0,0.33,21,64,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9684695129251865,European
^RUT,2026-01-26,2590,Call,0,0,15.3,NA,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9703427614995098,European
^RUT,2026-01-26,2590,Put,0,0,0.9,42,57,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9703427614995098,European
^RUT,2026-01-26,2595,Call,0,0,76.48,2,5,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9722160100738333,European
^RUT,2026-01-26,2595,Put,0,0,0.52,49,76,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9722160100738333,European
^RUT,2026-01-26,2600,Call,0,0,86.36,1,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9740892586481567,European
^RUT,2026-01-26,2600,Put,0,0,0.76,10,77,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9740892586481567,European
^RUT,2026-01-26,2605,Call,0,0,53.56,1,11,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.97596250722248,European
^RUT,2026-01-26,2605,Put,0,0,0.79,34,33,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.97596250722248,European
^RUT,2026-01-26,2610,Call,0,0,38.65,1,34,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9778357557968034,European
^RUT,2026-01-26,2610,Put,0,0,0.95,66,87,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9778357557968034,European
^RUT,2026-01-26,2615,Call,0,0,107.68,5,8,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9797090043711267,European
^RUT,2026-01-26,2615,Put,0,0,1.03,37,40,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9797090043711267,European
^RUT,2026-01-26,2620,Call,0,0,102.73,5,24,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9815822529454501,European
^RUT,2026-01-26,2620,Put,0,0,2.65,93,139,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9815822529454501,European
^RUT,2026-01-26,2625,Call,0,0,45.3,3,8,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9834555015197736,European
^RUT,2026-01-26,2625,Put,0,0,1.9,31,35,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9834555015197736,European
^RUT,2026-01-26,2630,Call,0,0,61,4,71,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9853287500940969,European
^RUT,2026-01-26,2630,Put,0,0,3.9,54,82,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9853287500940969,European
^RUT,2026-01-26,2635,Call,0,0,58.27,3,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9872019986684203,European
^RUT,2026-01-26,2635,Put,0,0,4.3,55,73,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9872019986684203,European
^RUT,2026-01-26,2640,Call,0,0,29.67,25,99,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9890752472427436,European
^RUT,2026-01-26,2640,Put,0,0,5.83,141,116,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9890752472427436,European
^RUT,2026-01-26,2645,Call,0,0,24.15,9,42,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.990948495817067,European
^RUT,2026-01-26,2645,Put,0,0,6.95,96,86,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.990948495817067,European
^RUT,2026-01-26,2650,Call,0,0,20.55,23,114,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9928217443913904,European
^RUT,2026-01-26,2650,Put,0,0,7.45,130,119,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9928217443913904,European
^RUT,2026-01-26,2655,Call,0,0,57.66,15,19,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9946949929657138,European
^RUT,2026-01-26,2655,Put,0,0,7.09,116,50,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9946949929657138,European
^RUT,2026-01-26,2660,Call,0,0,18.6,39,69,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9965682415400372,European
^RUT,2026-01-26,2660,Put,0,0,10.09,185,108,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9965682415400372,European
^RUT,2026-01-26,2665,Call,0,0,11.72,8,10,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9984414901143606,European
^RUT,2026-01-26,2665,Put,0,0,13.07,105,69,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,0.9984414901143606,European
^RUT,2026-01-26,2670,Call,0,0,9.95,26,44,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.000314738688684,European
^RUT,2026-01-26,2670,Put,0,0,15.57,133,118,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.000314738688684,European
^RUT,2026-01-26,2675,Call,0,0,7.27,68,79,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0021879872630073,European
^RUT,2026-01-26,2675,Put,0,0,13.6,174,166,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0021879872630073,European
^RUT,2026-01-26,2680,Call,0,0,7.5,41,33,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0040612358373306,European
^RUT,2026-01-26,2680,Put,0,0,21.5,59,53,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0040612358373306,European
^RUT,2026-01-26,2685,Call,0,0,5.69,183,163,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.005934484411654,European
^RUT,2026-01-26,2685,Put,0,0,19.81,59,65,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.005934484411654,European
^RUT,2026-01-26,2690,Call,0,0,3.24,175,178,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0078077329859774,European
^RUT,2026-01-26,2690,Put,0,0,27.4,217,141,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0078077329859774,European
^RUT,2026-01-26,2695,Call,0,0,2.28,71,58,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0096809815603007,European
^RUT,2026-01-26,2695,Put,0,0,27.62,33,16,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0096809815603007,European
^RUT,2026-01-26,2700,Call,0,0,1.7,224,227,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.011554230134624,European
^RUT,2026-01-26,2700,Put,0,0,36.02,85,79,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.011554230134624,European
^RUT,2026-01-26,2705,Call,0,0,1.3,63,38,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0134274787089477,European
^RUT,2026-01-26,2705,Put,0,0,40.16,122,117,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0134274787089477,European
^RUT,2026-01-26,2710,Call,0,0,0.92,120,65,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.015300727283271,European
^RUT,2026-01-26,2710,Put,0,0,43.2,37,55,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.015300727283271,European
^RUT,2026-01-26,2715,Call,0,0,0.85,70,88,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0171739758575944,European
^RUT,2026-01-26,2715,Put,0,0,35.74,28,29,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0171739758575944,European
^RUT,2026-01-26,2720,Call,0,0,0.56,574,523,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0190472244319178,European
^RUT,2026-01-26,2720,Put,0,0,47,15,28,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0190472244319178,European
^RUT,2026-01-26,2725,Call,0,0,0.4,92,53,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0209204730062411,European
^RUT,2026-01-26,2725,Put,0,0,57.84,8,14,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0209204730062411,European
^RUT,2026-01-26,2730,Call,0,0,0.47,54,41,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0227937215805645,European
^RUT,2026-01-26,2730,Put,0,0,62.7,13,10,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0227937215805645,European
^RUT,2026-01-26,2735,Call,0,0,0.32,91,44,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0246669701548878,European
^RUT,2026-01-26,2735,Put,0,0,44.7,60,80,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0246669701548878,European
^RUT,2026-01-26,2740,Call,0,0,0.21,69,48,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0265402187292112,European
^RUT,2026-01-26,2740,Put,0,0,54.53,5,6,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0265402187292112,European
^RUT,2026-01-26,2745,Call,0,0,0.2,160,102,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0284134673035346,European
^RUT,2026-01-26,2745,Put,0,0,59.2,5,5,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0284134673035346,European
^RUT,2026-01-26,2750,Call,0,0,0.14,92,103,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.030286715877858,European
^RUT,2026-01-26,2755,Call,0,0,0.13,53,46,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0321599644521813,European
^RUT,2026-01-26,2760,Call,0,0,0.12,108,104,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0340332130265046,European
^RUT,2026-01-26,2760,Put,0,0,67.6,15,12,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0340332130265046,European
^RUT,2026-01-26,2765,Call,0,0,0.16,7,20,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.035906461600828,European
^RUT,2026-01-26,2770,Call,0,0,0.08,5,11,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0377797101751516,European
^RUT,2026-01-26,2770,Put,0,0,53.15,NA,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0377797101751516,European
^RUT,2026-01-26,2775,Call,0,0,0.08,73,96,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.039652958749475,European
^RUT,2026-01-26,2775,Put,0,0,56.11,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.039652958749475,European
^RUT,2026-01-26,2780,Call,0,0,0.09,5,43,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0415262073237983,European
^RUT,2026-01-26,2785,Call,0,0,1.44,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0433994558981217,European
^RUT,2026-01-26,2785,Put,0,0,66.13,NA,0,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0433994558981217,European
^RUT,2026-01-26,2790,Call,0,0,1.15,4,10,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.045272704472445,European
^RUT,2026-01-26,2795,Call,0,0,0.67,NA,10,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0471459530467684,European
^RUT,2026-01-26,2795,Put,0,0,75.85,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0471459530467684,European
^RUT,2026-01-26,2800,Call,0,0,0.08,4,6,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0490192016210917,European
^RUT,2026-01-26,2805,Call,0,0,0.65,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.050892450195415,European
^RUT,2026-01-26,2810,Call,0,0,1.1,NA,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0527656987697385,European
^RUT,2026-01-26,2815,Call,0,0,0.49,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0546389473440618,European
^RUT,2026-01-26,2820,Put,0,0,98.3,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0565121959183852,European
^RUT,2026-01-26,2825,Call,0,0,0.05,1,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0583854444927085,European
^RUT,2026-01-26,2825,Put,0,0,103.2,NA,3,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0583854444927085,European
^RUT,2026-01-26,2835,Call,0,0,0.05,1,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0621319416413555,European
^RUT,2026-01-26,2840,Call,0,0,0.03,6,8,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0640051902156789,European
^RUT,2026-01-26,2845,Call,0,0,0.47,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0658784387900022,European
^RUT,2026-01-26,2850,Call,0,0,0.47,2,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0677516873643256,European
^RUT,2026-01-26,2855,Call,0,0,0.42,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.069624935938649,European
^RUT,2026-01-26,2880,Call,0,0,0.15,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0789911788102657,European
^RUT,2026-01-26,2915,Call,0,0,0.2,NA,1,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.0921039188305295,European
^RUT,2026-01-26,3125,Call,0,0,0.02,2,2,0.0389,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0,1.1707803589521113,European
^RUT,2026-01-27,2235,Put,0,0,0.2,NA,1,0.0388605781865965,2669.159912109375,0.2300590297893169,0,2669.159912109375,0,2669.159912109375,0.002655426765015806,0.83734211272255,European
