Ticker,Expiration,strike,Type,bid,ask,lastPrice,volume,openInterest
AAPL,2026-05-27,307.5,Put,0.0,0.0,1.7,2784.0,0.0
AAPL,2026-05-27,310.0,Call,0.0,0.0,1.98,3123.0,0.0
AAPL,2026-05-27,310.0,Put,0.0,0.0,2.95,4359.0,0.0
AAPL,2026-05-27,312.5,Call,0.0,0.0,1.11,4249.0,0.0
AAPL,2026-05-27,312.5,Put,0.0,0.0,4.4,54.0,0.0
AAPL,2026-05-27,315.0,Call,0.0,0.0,0.47,2034.0,0.0
AAPL,2026-05-27,315.0,Put,0.0,0.0,6.39,31.0,0.0
AAPL,2026-05-27,317.5,Call,0.0,0.0,0.25,1331.0,0.0
AAPL,2026-05-27,317.5,Put,0.0,0.0,8.4,32.0,0.0
AAPL,2026-05-27,320.0,Call,0.0,0.0,0.1,2016.0,0.0
AAPL,2026-05-27,320.0,Put,0.0,0.0,9.15,10.0,0.0
AAPL,2026-05-27,322.5,Call,0.0,0.0,0.06,169.0,0.0
AAPL,2026-05-27,325.0,Call,0.0,0.0,0.03,234.0,0.0
AAPL,2026-05-27,327.5,Call,0.0,0.0,0.02,17.0,0.0
AAPL,2026-05-27,330.0,Call,0.0,0.0,0.02,17.0,0.0
AAPL,2026-05-27,335.0,Call,0.0,0.0,0.02,1.0,0.0
AAPL,2026-05-27,340.0,Call,0.0,0.0,0.18,1.0,0.0
AAPL,2026-05-27,345.0,Call,0.0,0.0,0.24,2.0,0.0
AAPL,2026-05-27,350.0,Call,0.0,0.0,0.22,1.0,0.0
AAPL,2026-05-27,360.0,Call,0.0,0.0,0.03,7.0,0.0
AAPL,2026-05-29,110.0,Call,0.0,0.0,170.83,1.0,0.0
AAPL,2026-05-29,110.0,Put,0.0,0.0,0.02,100.0,0.0
AAPL,2026-05-29,120.0,Call,0.0,0.0,173.96,1.0,0.0
AAPL,2026-05-29,130.0,Put,0.0,0.0,0.18,1.0,0.0
AAPL,2026-05-29,135.0,Put,0.0,0.0,0.14,2.0,0.0
AAPL,2026-05-29,155.0,Put,0.0,0.0,0.07,,0.0
AAPL,2026-05-29,160.0,Put,0.0,0.0,0.08,1.0,0.0
AAPL,2026-05-29,170.0,Put,0.0,0.0,0.01,10.0,0.0
AAPL,2026-05-29,175.0,Put,0.0,0.0,0.01,1.0,0.0
AAPL,2026-05-29,180.0,Put,0.0,0.0,0.01,4.0,0.0
AAPL,2026-05-29,185.0,Call,0.0,0.0,124.22,1.0,0.0
AAPL,2026-05-29,185.0,Put,0.0,0.0,0.04,3.0,0.0
AAPL,2026-05-29,190.0,Call,0.0,0.0,118.77,1.0,0.0
AAPL,2026-05-29,190.0,Put,0.0,0.0,0.05,1.0,0.0
AAPL,2026-05-29,195.0,Call,0.0,0.0,98.81,1.0,0.0
AAPL,2026-05-29,195.0,Put,0.0,0.0,0.06,19.0,0.0
AAPL,2026-05-29,200.0,Call,0.0,0.0,108.97,2.0,0.0
AAPL,2026-05-29,200.0,Put,0.0,0.0,0.02,1.0,0.0
AAPL,2026-05-29,205.0,Call,0.0,0.0,80.21,2.0,0.0
AAPL,2026-05-29,205.0,Put,0.0,0.0,0.01,7.0,0.0
AAPL,2026-05-29,210.0,Call,0.0,0.0,87.56,4.0,0.0
AAPL,2026-05-29,210.0,Put,0.0,0.0,0.04,10.0,0.0
AAPL,2026-05-29,215.0,Call,0.0,0.0,84.05,1.0,0.0
AAPL,2026-05-29,215.0,Put,0.0,0.0,0.01,7.0,0.0
AAPL,2026-05-29,220.0,Call,0.0,0.0,85.72,1.0,0.0
AAPL,2026-05-29,220.0,Put,0.0,0.0,0.07,2.0,0.0
AAPL,2026-05-29,225.0,Call,0.0,0.0,85.63,16.0,0.0
AAPL,2026-05-29,225.0,Put,0.0,0.0,0.06,2.0,0.0
AAPL,2026-05-29,230.0,Call,0.0,0.0,66.09,3.0,0.0
AAPL,2026-05-29,230.0,Put,0.0,0.0,0.02,4.0,0.0
AAPL,2026-05-29,235.0,Call,0.0,0.0,74.6,12.0,0.0
AAPL,2026-05-29,235.0,Put,0.0,0.0,0.01,78.0,0.0
AAPL,2026-05-29,240.0,Call,0.0,0.0,69.2,74.0,0.0
AAPL,2026-05-29,240.0,Put,0.0,0.0,0.02,93.0,0.0
AAPL,2026-05-29,245.0,Call,0.0,0.0,66.0,3.0,0.0
AAPL,2026-05-29,245.0,Put,0.0,0.0,0.05,4.0,0.0
AAPL,2026-05-29,250.0,Call,0.0,0.0,59.2,181.0,0.0
AAPL,2026-05-29,250.0,Put,0.0,0.0,0.02,52.0,0.0
AAPL,2026-05-29,255.0,Call,0.0,0.0,53.82,37.0,0.0
AAPL,2026-05-29,255.0,Put,0.0,0.0,0.02,89.0,0.0
AAPL,2026-05-29,257.5,Call,0.0,0.0,52.53,1002.0,
AAPL,2026-05-29,260.0,Call,0.0,0.0,49.29,189.0,0.0
AAPL,2026-05-29,260.0,Put,0.0,0.0,0.02,347.0,0.0
AAPL,2026-05-29,262.5,Call,0.0,0.0,47.23,3.0,
AAPL,2026-05-29,265.0,Call,0.0,0.0,43.4,47.0,0.0
AAPL,2026-05-29,265.0,Put,0.0,0.0,0.03,232.0,0.0
AAPL,2026-05-29,267.5,Call,0.0,0.0,42.22,6.0,0.0
AAPL,2026-05-29,267.5,Put,0.0,0.0,0.03,23.0,0.0
AAPL,2026-05-29,270.0,Call,0.0,0.0,39.24,59.0,0.0
AAPL,2026-05-29,270.0,Put,0.0,0.0,0.03,208.0,0.0
AAPL,2026-05-29,272.5,Call,0.0,0.0,36.57,62.0,0.0
AAPL,2026-05-29,272.5,Put,0.0,0.0,0.04,166.0,0.0
AAPL,2026-05-29,275.0,Call,0.0,0.0,34.37,143.0,0.0
AAPL,2026-05-29,275.0,Put,0.0,0.0,0.04,468.0,0.0
AAPL,2026-05-29,277.5,Call,0.0,0.0,31.4,134.0,0.0
AAPL,2026-05-29,277.5,Put,0.0,0.0,0.06,181.0,0.0
AAPL,2026-05-29,280.0,Call,0.0,0.0,29.0,113.0,0.0
AAPL,2026-05-29,280.0,Put,0.0,0.0,0.08,1197.0,0.0
AAPL,2026-05-29,282.5,Call,0.0,0.0,25.9,94.0,0.0
AAPL,2026-05-29,282.5,Put,0.0,0.0,0.13,1431.0,0.0
AAPL,2026-05-29,285.0,Call,0.0,0.0,24.28,167.0,0.0
AAPL,2026-05-29,285.0,Put,0.0,0.0,0.11,697.0,0.0
AAPL,2026-05-29,287.5,Call,0.0,0.0,21.03,48.0,0.0
AAPL,2026-05-29,287.5,Put,0.0,0.0,0.13,419.0,0.0
AAPL,2026-05-29,290.0,Call,0.0,0.0,19.43,2165.0,0.0
AAPL,2026-05-29,290.0,Put,0.0,0.0,0.16,7179.0,0.0
AAPL,2026-05-29,292.5,Call,0.0,0.0,16.3,162.0,0.0
AAPL,2026-05-29,292.5,Put,0.0,0.0,0.21,1290.0,0.0
AAPL,2026-05-29,295.0,Call,0.0,0.0,14.52,574.0,0.0
AAPL,2026-05-29,295.0,Put,0.0,0.0,0.33,2970.0,0.0
AAPL,2026-05-29,297.5,Call,0.0,0.0,12.2,483.0,0.0
AAPL,2026-05-29,297.5,Put,0.0,0.0,0.44,3123.0,0.0
AAPL,2026-05-29,300.0,Call,0.0,0.0,10.05,2060.0,0.0
AAPL,2026-05-29,300.0,Put,0.0,0.0,0.72,6526.0,0.0
AAPL,2026-05-29,302.5,Call,0.0,0.0,7.15,853.0,0.0
AAPL,2026-05-29,302.5,Put,0.0,0.0,1.1,4060.0,0.0
AAPL,2026-05-29,305.0,Call,0.0,0.0,6.05,6163.0,0.0
AAPL,2026-05-29,305.0,Put,0.0,0.0,1.66,14455.0,0.0
AAPL,2026-05-29,307.5,Call,0.0,0.0,4.07,3894.0,0.0
AAPL,2026-05-29,307.5,Put,0.0,0.0,2.47,6118.0,0.0
AAPL,2026-05-29,310.0,Call,0.0,0.0,2.67,17389.0,0.0
AAPL,2026-05-29,310.0,Put,0.0,0.0,3.7,6361.0,0.0
AAPL,2026-05-29,312.5,Call,0.0,0.0,1.69,14828.0,0.0
AAPL,2026-05-29,312.5,Put,0.0,0.0,4.9,3468.0,0.0
AAPL,2026-05-29,315.0,Call,0.0,0.0,1.0,30597.0,0.0
AAPL,2026-05-29,315.0,Put,0.0,0.0,6.85,5585.0,0.0
AAPL,2026-05-29,317.5,Call,0.0,0.0,0.6,17000.0,0.0
AAPL,2026-05-29,317.5,Put,0.0,0.0,8.8,4.0,0.0
AAPL,2026-05-29,320.0,Call,0.0,0.0,0.34,14974.0,0.0
AAPL,2026-05-29,320.0,Put,0.0,0.0,11.0,110.0,0.0
AAPL,2026-05-29,322.5,Call,0.0,0.0,0.21,6722.0,0.0
AAPL,2026-05-29,322.5,Put,0.0,0.0,14.34,14.0,0.0
AAPL,2026-05-29,325.0,Call,0.0,0.0,0.13,3371.0,0.0
AAPL,2026-05-29,325.0,Put,0.0,0.0,15.83,3.0,0.0
AAPL,2026-05-29,327.5,Call,0.0,0.0,0.07,806.0,0.0
AAPL,2026-05-29,327.5,Put,0.0,0.0,19.6,1.0,0.0
AAPL,2026-05-29,330.0,Call,0.0,0.0,0.06,731.0,0.0
AAPL,2026-05-29,330.0,Put,0.0,0.0,20.8,3.0,0.0
AAPL,2026-05-29,335.0,Call,0.0,0.0,0.03,236.0,0.0
AAPL,2026-05-29,335.0,Put,0.0,0.0,30.94,1.0,0.0
AAPL,2026-05-29,340.0,Call,0.0,0.0,0.02,1517.0,0.0
AAPL,2026-05-29,345.0,Call,0.0,0.0,0.02,381.0,0.0
AAPL,2026-05-29,350.0,Call,0.0,0.0,0.02,171.0,0.0
AAPL,2026-05-29,355.0,Call,0.0,0.0,0.01,8.0,0.0
AAPL,2026-05-29,360.0,Call,0.0,0.0,0.03,1.0,0.0
AAPL,2026-05-29,365.0,Call,0.0,0.0,0.01,5.0,0.0
AAPL,2026-05-29,370.0,Call,0.0,0.0,0.01,221.0,0.0
AAPL,2026-05-29,375.0,Call,0.0,0.0,0.07,,0.0
AAPL,2026-05-29,375.0,Put,0.0,0.0,65.0,4.0,0.0
AAPL,2026-05-29,380.0,Call,0.0,0.0,0.01,1.0,0.0
AAPL,2026-05-29,385.0,Call,0.0,0.0,0.06,1.0,0.0
AAPL,2026-05-29,390.0,Call,0.0,0.0,0.02,10.0,0.0
AAPL,2026-05-29,400.0,Call,0.0,0.0,0.04,,0.0
AAPL,2026-06-01,250.0,Call,0.0,0.0,46.07,,0.0
AAPL,2026-06-01,250.0,Put,0.0,0.0,0.14,,0.0
AAPL,2026-06-01,255.0,Call,0.0,0.0,54.02,1.0,0.0
AAPL,2026-06-01,255.0,Put,0.0,0.0,0.15,,0.0
AAPL,2026-06-01,260.0,Call,0.0,0.0,49.55,1.0,0.0
AAPL,2026-06-01,260.0,Put,0.0,0.0,0.2,,0.0
AAPL,2026-06-01,265.0,Call,0.0,0.0,37.1,,0.0
AAPL,2026-06-01,265.0,Put,0.0,0.0,0.33,,0.0
AAPL,2026-06-01,270.0,Put,0.0,0.0,0.24,,0.0
AAPL,2026-06-01,275.0,Call,0.0,0.0,23.45,,0.0
AAPL,2026-06-01,275.0,Put,0.0,0.0,0.05,14.0,0.0
AAPL,2026-06-01,280.0,Call,0.0,0.0,29.7,1.0,0.0
AAPL,2026-06-01,280.0,Put,0.0,0.0,0.15,19.0,0.0
AAPL,2026-06-01,285.0,Call,0.0,0.0,20.45,,0.0
AAPL,2026-06-01,285.0,Put,0.0,0.0,0.14,10.0,0.0
AAPL,2026-06-01,290.0,Call,0.0,0.0,19.84,21.0,0.0
AAPL,2026-06-01,290.0,Put,0.0,0.0,0.21,96.0,0.0
AAPL,2026-06-01,295.0,Call,0.0,0.0,14.25,65.0,0.0
AAPL,2026-06-01,295.0,Put,0.0,0.0,0.44,223.0,0.0
AAPL,2026-06-01,300.0,Call,0.0,0.0,10.35,437.0,0.0
AAPL,2026-06-01,300.0,Put,0.0,0.0,0.89,1682.0,0.0
AAPL,2026-06-01,305.0,Call,0.0,0.0,6.25,370.0,0.0
AAPL,2026-06-01,305.0,Put,0.0,0.0,1.95,551.0,0.0
AAPL,2026-06-01,310.0,Call,0.0,0.0,3.15,1022.0,0.0
AAPL,2026-06-01,310.0,Put,0.0,0.0,3.99,280.0,0.0
AAPL,2026-06-01,315.0,Call,0.0,0.0,1.5,677.0,0.0
AAPL,2026-06-01,315.0,Put,0.0,0.0,7.16,66.0,0.0
AAPL,2026-06-01,320.0,Call,0.0,0.0,0.69,452.0,0.0
AAPL,2026-06-01,320.0,Put,0.0,0.0,11.27,28.0,0.0
AAPL,2026-06-01,325.0,Call,0.0,0.0,0.22,199.0,0.0
AAPL,2026-06-01,325.0,Put,0.0,0.0,16.75,15.0,0.0
AAPL,2026-06-01,330.0,Call,0.0,0.0,0.08,123.0,0.0
AAPL,2026-06-01,335.0,Call,0.0,0.0,0.04,2.0,0.0
AAPL,2026-06-01,340.0,Call,0.0,0.0,0.27,2.0,0.0
AAPL,2026-06-01,345.0,Call,0.0,0.0,0.26,1.0,0.0
AAPL,2026-06-01,345.0,Put,0.0,0.0,49.35,,0.0
AAPL,2026-06-03,230.0,Call,0.0,0.0,68.5,,0.0
AAPL,2026-06-03,240.0,Put,0.0,0.0,0.06,,0.0
AAPL,2026-06-03,245.0,Call,0.0,0.0,53.65,,0.0
AAPL,2026-06-03,250.0,Call,0.0,0.0,55.11,,0.0
AAPL,2026-06-03,250.0,Put,0.0,0.0,0.09,,0.0
AAPL,2026-06-03,255.0,Call,0.0,0.0,43.7,,0.0
AAPL,2026-06-03,255.0,Put,0.0,0.0,0.14,1.0,0.0
AAPL,2026-06-03,260.0,Call,0.0,0.0,49.99,2.0,0.0
AAPL,2026-06-03,260.0,Put,0.0,0.0,0.01,1.0,0.0
AAPL,2026-06-03,265.0,Call,0.0,0.0,44.56,1.0,0.0
AAPL,2026-06-03,265.0,Put,0.0,0.0,0.21,,0.0
AAPL,2026-06-03,270.0,Call,0.0,0.0,34.21,,0.0
AAPL,2026-06-03,270.0,Put,0.0,0.0,0.18,,0.0
AAPL,2026-06-03,275.0,Call,0.0,0.0,29.15,,0.0
AAPL,2026-06-03,275.0,Put,0.0,0.0,0.14,3.0,0.0
AAPL,2026-06-03,280.0,Call,0.0,0.0,29.03,1.0,0.0
AAPL,2026-06-03,280.0,Put,0.0,0.0,0.26,1.0,0.0
AAPL,2026-06-03,285.0,Call,0.0,0.0,23.61,18.0,0.0
AAPL,2026-06-03,285.0,Put,0.0,0.0,0.27,108.0,0.0
AAPL,2026-06-03,290.0,Call,0.0,0.0,19.86,12.0,0.0
AAPL,2026-06-03,290.0,Put,0.0,0.0,0.5,16.0,0.0
AAPL,2026-06-03,295.0,Call,0.0,0.0,14.8,26.0,0.0
AAPL,2026-06-03,295.0,Put,0.0,0.0,0.79,40.0,0.0
AAPL,2026-06-03,300.0,Call,0.0,0.0,11.24,118.0,0.0
AAPL,2026-06-03,300.0,Put,0.0,0.0,1.4,174.0,0.0
AAPL,2026-06-03,305.0,Call,0.0,0.0,6.95,222.0,0.0
AAPL,2026-06-03,305.0,Put,0.0,0.0,2.75,130.0,0.0
AAPL,2026-06-03,310.0,Call,0.0,0.0,3.7,552.0,0.0
AAPL,2026-06-03,310.0,Put,0.0,0.0,4.5,124.0,0.0
AAPL,2026-06-03,315.0,Call,0.0,0.0,1.98,151.0,0.0
AAPL,2026-06-03,315.0,Put,0.0,0.0,7.53,22.0,0.0
AAPL,2026-06-03,320.0,Call,0.0,0.0,0.91,154.0,0.0
AAPL,2026-06-03,320.0,Put,0.0,0.0,11.57,3.0,0.0
AAPL,2026-06-03,325.0,Call,0.0,0.0,0.32,177.0,0.0
AAPL,2026-06-03,330.0,Call,0.0,0.0,0.15,356.0,0.0
AAPL,2026-06-03,335.0,Call,0.0,0.0,0.07,28.0,0.0
AAPL,2026-06-05,110.0,Put,0.0,0.0,0.18,1.0,0.0
AAPL,2026-06-05,120.0,Call,0.0,0.0,162.9,2.0,0.0
AAPL,2026-06-05,120.0,Put,0.0,0.0,0.34,1.0,0.0
AAPL,2026-06-05,125.0,Put,0.0,0.0,0.34,2.0,0.0
AAPL,2026-06-05,130.0,Put,0.0,0.0,0.34,2.0,0.0
AAPL,2026-06-05,140.0,Put,0.0,0.0,0.34,1.0,0.0
AAPL,2026-06-05,145.0,Put,0.0,0.0,0.34,2.0,0.0
AAPL,2026-06-05,150.0,Put,0.0,0.0,0.34,4.0,0.0
AAPL,2026-06-05,155.0,Put,0.0,0.0,0.34,1.0,0.0
AAPL,2026-06-05,160.0,Call,0.0,0.0,137.6,,0.0
AAPL,2026-06-05,160.0,Put,0.0,0.0,0.2,,0.0
AAPL,2026-06-05,165.0,Put,0.0,0.0,0.04,,0.0
AAPL,2026-06-05,170.0,Put,0.0,0.0,0.06,3.0,0.0
AAPL,2026-06-05,175.0,Call,0.0,0.0,108.31,1.0,0.0
AAPL,2026-06-05,175.0,Put,0.0,0.0,0.05,1.0,0.0
AAPL,2026-06-05,180.0,Call,0.0,0.0,93.77,,0.0
AAPL,2026-06-05,180.0,Put,0.0,0.0,0.06,2.0,0.0
AAPL,2026-06-05,185.0,Call,0.0,0.0,113.83,1.0,0.0
AAPL,2026-06-05,185.0,Put,0.0,0.0,0.14,,0.0
AAPL,2026-06-05,190.0,Call,0.0,0.0,90.55,,0.0
AAPL,2026-06-05,190.0,Put,0.0,0.0,0.06,1.0,0.0
AAPL,2026-06-05,195.0,Call,0.0,0.0,96.5,1.0,0.0
AAPL,2026-06-05,195.0,Put,0.0,0.0,0.02,15.0,0.0
AAPL,2026-06-05,200.0,Call,0.0,0.0,75.12,,0.0
AAPL,2026-06-05,200.0,Put,0.0,0.0,0.04,4.0,0.0
AAPL,2026-06-05,205.0,Put,0.0,0.0,0.02,11.0,0.0
AAPL,2026-06-05,210.0,Call,0.0,0.0,89.4,10.0,0.0
AAPL,2026-06-05,210.0,Put,0.0,0.0,0.02,65.0,0.0
AAPL,2026-06-05,215.0,Call,0.0,0.0,83.91,3.0,0.0
AAPL,2026-06-05,215.0,Put,0.0,0.0,0.01,1.0,0.0
AAPL,2026-06-05,220.0,Call,0.0,0.0,77.15,1.0,0.0
AAPL,2026-06-05,220.0,Put,0.0,0.0,0.02,1.0,0.0
AAPL,2026-06-05,225.0,Call,0.0,0.0,73.27,2.0,0.0
AAPL,2026-06-05,225.0,Put,0.0,0.0,0.03,51.0,0.0
AAPL,2026-06-05,230.0,Call,0.0,0.0,74.87,7.0,0.0
AAPL,2026-06-05,230.0,Put,0.0,0.0,0.04,4.0,0.0
AAPL,2026-06-05,235.0,Call,0.0,0.0,62.13,2.0,0.0
