Ticker,Description,Expiration,strike,Type,ExerciseStyle,bid,ask,lastPrice,volume,openInterest
NDX,NASDAQ 100,2026-01-31,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-01-31,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-01-31,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-02-21,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-02-21,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-02-21,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-02-21,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-02-21,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-02-21,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-02-21,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-02-21,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-02-21,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-02-21,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-02-21,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-02-21,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-02-28,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-02-28,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-02-28,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-02-28,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-02-28,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-02-28,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-02-28,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-02-28,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-02-28,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-02-28,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-02-28,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-02-28,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-03-21,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-03-21,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-03-21,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-03-21,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-03-21,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-03-21,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-03-21,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-03-21,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-03-21,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-03-21,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-03-21,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-03-21,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-04-17,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-04-17,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-04-17,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-04-17,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-04-17,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-04-17,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-04-17,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-04-17,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-04-17,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-04-17,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-04-17,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-04-17,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-06-19,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-06-19,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-06-19,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-06-19,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-06-19,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-06-19,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-06-19,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-06-19,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-06-19,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-06-19,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-06-19,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-06-19,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
NDX,NASDAQ 100,2026-09-18,18500.0,Call,European,1480.0,2220.0,1850.0,0,0
NDX,NASDAQ 100,2026-09-18,18500.0,Put,European,1110.0,1665.0,1480.0,0,0
NDX,NASDAQ 100,2026-09-18,19000.0,Call,European,1520.0,2280.0,1900.0,0,0
NDX,NASDAQ 100,2026-09-18,19000.0,Put,European,1140.0,1710.0,1520.0,0,0
NDX,NASDAQ 100,2026-09-18,19500.0,Call,European,1560.0,2340.0,1950.0,0,0
NDX,NASDAQ 100,2026-09-18,19500.0,Put,European,1170.0,1755.0,1560.0,0,0
NDX,NASDAQ 100,2026-09-18,20000.0,Call,European,1600.0,2400.0,2000.0,0,0
NDX,NASDAQ 100,2026-09-18,20000.0,Put,European,1200.0,1800.0,1600.0,0,0
NDX,NASDAQ 100,2026-09-18,20500.0,Call,European,1640.0,2460.0,2050.0,0,0
NDX,NASDAQ 100,2026-09-18,20500.0,Put,European,1230.0,1845.0,1640.0,0,0
NDX,NASDAQ 100,2026-09-18,21000.0,Call,European,1680.0,2520.0,2100.0,0,0
NDX,NASDAQ 100,2026-09-18,21000.0,Put,European,1260.0,1890.0,1680.0,0,0
RUT,Russell 2000,2026-01-17,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-01-17,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-01-17,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-01-17,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-01-17,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-01-17,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-01-17,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-01-17,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-01-17,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-01-17,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-01-17,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-01-17,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-01-24,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-01-24,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-01-24,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-01-24,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-01-24,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-01-24,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-01-24,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-01-24,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-01-24,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-01-24,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-01-24,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-01-24,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-01-31,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-01-31,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-01-31,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-01-31,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-01-31,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-01-31,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-01-31,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-01-31,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-01-31,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-01-31,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-01-31,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-01-31,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-02-21,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-02-21,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-02-21,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-02-21,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-02-21,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-02-21,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-02-21,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-02-21,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-02-21,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-02-21,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-02-21,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-02-21,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-02-28,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-02-28,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-02-28,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-02-28,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-02-28,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-02-28,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-02-28,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-02-28,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-02-28,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-02-28,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-02-28,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-02-28,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-03-21,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-03-21,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-03-21,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-03-21,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-03-21,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-03-21,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-03-21,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-03-21,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-03-21,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-03-21,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-03-21,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-03-21,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-04-17,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-04-17,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-04-17,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-04-17,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-04-17,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-04-17,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-04-17,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-04-17,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-04-17,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-04-17,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-04-17,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-04-17,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-06-19,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-06-19,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-06-19,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-06-19,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-06-19,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-06-19,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-06-19,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-06-19,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-06-19,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-06-19,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-06-19,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-06-19,2500.0,Put,European,150.0,225.0,200.0,0,0
RUT,Russell 2000,2026-09-18,2000.0,Call,European,160.0,240.0,200.0,0,0
RUT,Russell 2000,2026-09-18,2000.0,Put,European,120.0,180.0,160.0,0,0
RUT,Russell 2000,2026-09-18,2100.0,Call,European,168.0,252.0,210.0,0,0
RUT,Russell 2000,2026-09-18,2100.0,Put,European,126.0,189.0,168.0,0,0
RUT,Russell 2000,2026-09-18,2200.0,Call,European,176.0,264.0,220.0,0,0
RUT,Russell 2000,2026-09-18,2200.0,Put,European,132.0,198.0,176.0,0,0
RUT,Russell 2000,2026-09-18,2300.0,Call,European,184.0,276.0,230.0,0,0
RUT,Russell 2000,2026-09-18,2300.0,Put,European,138.0,207.0,184.0,0,0
RUT,Russell 2000,2026-09-18,2400.0,Call,European,192.0,288.0,240.0,0,0
RUT,Russell 2000,2026-09-18,2400.0,Put,European,144.0,216.0,192.0,0,0
RUT,Russell 2000,2026-09-18,2500.0,Call,European,200.0,300.0,250.0,0,0
RUT,Russell 2000,2026-09-18,2500.0,Put,European,150.0,225.0,200.0,0,0
SPX,S&P 500 Index,2026-01-17,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-01-17,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-01-17,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-01-17,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-01-17,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-01-17,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-01-17,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-01-17,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-01-17,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-01-17,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-01-17,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-01-17,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-01-17,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-01-17,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-01-24,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-01-24,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-01-24,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-01-24,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-01-24,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-01-24,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-01-24,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-01-24,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-01-24,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-01-24,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-01-24,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-01-24,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-01-24,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-01-24,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-01-31,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-01-31,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-01-31,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-01-31,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-01-31,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-01-31,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-01-31,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-01-31,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-01-31,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-01-31,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-01-31,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-01-31,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-01-31,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-01-31,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-02-21,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-02-21,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-02-21,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-02-21,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-02-21,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-02-21,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-02-21,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-02-21,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-02-21,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-02-21,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-02-21,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-02-21,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-02-21,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-02-21,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-02-28,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-02-28,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-02-28,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-02-28,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-02-28,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-02-28,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-02-28,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-02-28,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-02-28,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-02-28,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-02-28,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-02-28,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-02-28,6000.0,Call,European,480.0,720.0,600.0,0,0
SPX,S&P 500 Index,2026-02-28,6000.0,Put,European,360.0,540.0,480.0,0,0
SPX,S&P 500 Index,2026-03-21,5400.0,Call,European,432.0,648.0,540.0,0,0
SPX,S&P 500 Index,2026-03-21,5400.0,Put,European,324.0,486.0,432.0,0,0
SPX,S&P 500 Index,2026-03-21,5500.0,Call,European,440.0,660.0,550.0,0,0
SPX,S&P 500 Index,2026-03-21,5500.0,Put,European,330.0,495.0,440.0,0,0
SPX,S&P 500 Index,2026-03-21,5600.0,Call,European,448.0,672.0,560.0,0,0
SPX,S&P 500 Index,2026-03-21,5600.0,Put,European,336.0,504.0,448.0,0,0
SPX,S&P 500 Index,2026-03-21,5700.0,Call,European,456.0,684.0,570.0,0,0
SPX,S&P 500 Index,2026-03-21,5700.0,Put,European,342.0,513.0,456.0,0,0
SPX,S&P 500 Index,2026-03-21,5800.0,Call,European,464.0,696.0,580.0,0,0
SPX,S&P 500 Index,2026-03-21,5800.0,Put,European,348.0,522.0,464.0,0,0
SPX,S&P 500 Index,2026-03-21,5900.0,Call,European,472.0,708.0,590.0,0,0
SPX,S&P 500 Index,2026-03-21,5900.0,Put,European,354.0,531.0,472.0,0,0
SPX,S&P 500 Index,2026-03-21,6000.0,Call,European,480.0,720.0,600.0,0,0
