ticker,expiration,K,option_type,bid_price,ask_price,option_price,volume,open_interest,r,S,sigma,T,user_bs,user_crr
AMD,2026-01-30,235,Call,0,0,25.8,2664,5636,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,25.121311554123196,25.11510720537711
AMD,2026-01-30,237.5,Call,0,0,23.1,769,974,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,22.78964273590256,22.78702991673979
AMD,2026-01-30,240,Call,0,0,21.46,2094,3305,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,20.520215476144244,20.521940973677598
AMD,2026-01-30,242.5,Call,0,0,19.4,351,727,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,18.327828626188165,18.33287147096998
AMD,2026-01-30,245,Call,0,0,17.35,1108,2945,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,16.227970807641356,16.232532534827726
AMD,2026-01-30,247.5,Call,0,0,15.32,603,703,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,14.236044153663471,14.23282613094812
AMD,2026-01-30,250,Call,0,0,13.65,5026,5456,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,12.36649432083621,12.35783154638735
AMD,2026-01-30,252.5,Call,0,0,12,2415,1325,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,10.63193260216812,10.638400435786602
AMD,2026-01-30,255,Call,0,0,10.4,6641,4105,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,9.042342739588463,9.056968012920178
AMD,2026-01-30,257.5,Call,0,0,9,3328,2191,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,7.604457611465506,7.616199338852974
AMD,2026-01-30,260,Call,0,0,7.71,15004,6547,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,6.32137055175636,6.316787165853067
AMD,2026-01-30,262.5,Call,0,0,6.61,5795,2443,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,5.192416393543255,5.190754696753042
AMD,2026-01-30,265,Call,0,0,5.65,16285,8360,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,4.213323797711496,4.226077009976524
AMD,2026-01-30,267.5,Call,0,0,4.69,3471,1817,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,3.376608777449306,3.3885145150222598
AMD,2026-01-30,270,Call,0,0,3.95,14980,6985,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.6721544600146103,2.6696351776013274
AMD,2026-01-30,272.5,Call,0,0,3.26,4547,3382,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.087907191297326,2.083477624490029
AMD,2026-01-30,275,Call,0,0,2.72,12291,6577,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,1.6106150991612154,1.6173499722070912
AMD,2026-01-30,277.5,Call,0,0,2.24,1691,687,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,1.22654118728164,1.2303063196769533
AMD,2026-01-30,280,Call,0,0,1.82,7693,8876,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.9220964427031433,0.9141919790385079
AMD,2026-01-30,282.5,Call,0,0,1.47,855,1274,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.6843560615661737,0.6827947784474478
AMD,2026-01-30,285,Call,0,0,1.21,5801,4060,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.5014404599347095,0.5027714069644972
AMD,2026-01-30,287.5,Call,0,0,0.96,1000,834,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.3627595271884392,0.35972636873181774
AMD,2026-01-30,290,Call,0,0,0.77,4824,3273,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.2591317763911043,0.25452804404192014
AMD,2026-01-30,292.5,Call,0,0,0.65,788,326,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.18279880546011196,0.18205578479894702
AMD,2026-01-30,295,Call,0,0,0.52,1594,1144,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.12735982325511763,0.12547190394499355
AMD,2026-01-30,297.5,Call,0,0,0.42,593,354,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.08765155858747553,0.08404334109625228
AMD,2026-01-30,300,Call,0,0,0.33,6713,3449,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.05959664552547528,0.05854084831028515
AMD,2026-01-30,305,Call,0,0,0.22,1912,1364,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.026585183151446312,0.024765735626887456
AMD,2026-01-30,310,Call,0,0,0.14,1398,923,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.011321276775402622,0.01063999907812392
AMD,2026-01-30,315,Call,0,0,0.09,1088,883,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.004609322133499016,0.004291654601081753
AMD,2026-01-30,320,Call,0,0,0.07,872,771,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,0.00179694809546313,0.0015784196414861875
AMD,2026-01-30,325,Call,0,0,0.06,766,904,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,6.718504485509758e-4,5.493565751710841e-4
AMD,2026-01-30,330,Call,0,0,0.05,493,464,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.4128580246854034e-4,1.9628522327967278e-4
AMD,2026-01-30,335,Call,0,0,0.02,428,213,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,8.336643729898313e-5,6.540690842523506e-5
AMD,2026-01-30,340,Call,0,0,0.05,129,119,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.7753573321971214e-5,2.0116041650126695e-5
AMD,2026-01-30,345,Call,0,0,0.03,35,49,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,8.915968646716296e-6,5.611826633851538e-6
AMD,2026-01-30,350,Call,0,0,0.02,185,367,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.7680703372745497e-6,1.5166695561709695e-6
AMD,2026-01-30,360,Call,0,0,0.02,27,422,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.421726329258805e-7,1.1449219931122333e-7
AMD,2026-01-30,370,Call,0,0,0.02,257,505,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,1.8787499164970895e-8,6.852429565665288e-9
AMD,2026-01-30,380,Call,0,0,0.01,340,339,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,1.3055241908261128e-9,3.239365398725106e-10
AMD,2026-01-30,390,Call,0,0,0.02,454,433,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,8.202008835652642e-11,1.2189737464776314e-11
AMD,2026-01-30,400,Call,0,0,0.01,4,5,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,4.699001949009769e-12,3.7376407255263515e-13
AMD,2026-01-30,410,Call,0,0,0.01,4,2,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,2.4744175898985444e-13,9.570060403883093e-15
AMD,2026-01-30,420,Call,0,0,0.01,16,90,0.0387423127463863,259.67999267578125,0.592350943008552,0.010958904109589041,1.2063566570002948e-14,2.0132659093570947e-16
AMD,2026-02-06,45,Call,0,0,214.35,1,1,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,214.73212915753777,214.73212915753868
AMD,2026-02-06,50,Call,0,0,172,3,1,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,209.73792209995514,209.73792209995602
AMD,2026-02-06,75,Call,0,0,178.15,NA,1,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,184.76688681204212,184.76688681204314
AMD,2026-02-06,80,Call,0,0,172.89,1,2,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,179.7726797544595,179.77267975446046
AMD,2026-02-06,95,Call,0,0,168.68,1,4,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,164.79005858171166,164.7900585817127
AMD,2026-02-06,100,Call,0,0,110.26,NA,7,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,159.79585152412903,159.79585152413006
AMD,2026-02-06,105,Call,0,0,154.5,1,7,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,154.80164446654646,154.80164446654754
AMD,2026-02-06,110,Call,0,0,148.57,1,3,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,149.80743740896384,149.807437408965
AMD,2026-02-06,115,Call,0,0,115.23,NA,0,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,144.81323035138124,144.81323035138237
AMD,2026-02-06,120,Call,0,0,139.07,2,10,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,139.81902329379864,139.81902329379977
AMD,2026-02-06,125,Call,0,0,133.3,5,5,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,134.82481623621732,134.82481623621723
AMD,2026-02-06,130,Call,0,0,120.08,10,14,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,129.8306091786547,129.83060917863716
AMD,2026-02-06,135,Call,0,0,119.65,1,9,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,124.8364021213182,124.83640212110207
AMD,2026-02-06,140,Call,0,0,108.3,1,2,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,119.8421950661787,119.84219506408417
AMD,2026-02-06,145,Call,0,0,78.33,2,2,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,114.84798802850099,114.8479880139979
AMD,2026-02-06,150,Call,0,0,100.65,1,10,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,109.85378110637356,109.85378102259476
AMD,2026-02-06,155,Call,0,0,77.7,1,6,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,104.85957483071823,104.85957435867762
AMD,2026-02-06,160,Call,0,0,99.1,3,68,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,99.86537165532928,99.86536994988886
AMD,2026-02-06,165,Call,0,0,88.65,1,42,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,94.87118138227262,94.87117374897875
AMD,2026-02-06,170,Call,0,0,92.4,3,48,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,89.87703822493111,89.87701964672661
AMD,2026-02-06,175,Call,0,0,82.15,4,41,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,84.88304755229564,84.88298657063055
AMD,2026-02-06,180,Call,0,0,79.43,55,1281,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,79.88949821417484,79.8893597812862
AMD,2026-02-06,185,Call,0,0,75.1,3,90,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,74.89710058154898,74.89685416894854
AMD,2026-02-06,187.5,Call,0,0,77.48,1,1,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,72.40177503890874,72.40133847436664
AMD,2026-02-06,190,Call,0,0,72.11,40,92,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,69.9074330113456,69.9067924172464
AMD,2026-02-06,195,Call,0,0,62.2,2,109,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,64.92368375728205,64.92233747388741
AMD,2026-02-06,200,Call,0,0,61.88,54,164,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,59.95174036738035,59.950530237399235
AMD,2026-02-06,205,Call,0,0,53.65,25,233,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,55.001590188819534,55.00033711616856
AMD,2026-02-06,207.5,Call,0,0,50.56,1,2,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,52.53931057901107,52.535410696137554
AMD,2026-02-06,210,Call,0,0,50.65,117,758,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,50.08886075887057,50.086791682446034
AMD,2026-02-06,212.5,Call,0,0,48.19,1,12,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,47.6533005252503,47.65098924352443
AMD,2026-02-06,215,Call,0,0,44.6,52,1167,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,45.236183770794526,45.23168849520989
AMD,2026-02-06,217.5,Call,0,0,44.09,5,96,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,42.84156201267962,42.84132926141424
AMD,2026-02-06,220,Call,0,0,41.33,140,1147,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,40.473969303867676,40.46459020839975
AMD,2026-02-06,222.5,Call,0,0,38.51,29,127,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,38.13838672130083,38.140419246212666
AMD,2026-02-06,225,Call,0,0,36.5,178,1327,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,35.84018569129654,35.827385019998395
AMD,2026-02-06,227.5,Call,0,0,34.15,28,75,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,33.58505062237501,33.58931801952257
AMD,2026-02-06,230,Call,0,0,32.6,188,1708,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,31.378882577122226,31.37025845053233
AMD,2026-02-06,232.5,Call,0,0,30.55,88,172,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,29.22768692664161,29.234178050556697
AMD,2026-02-06,235,Call,0,0,28.6,202,1412,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,27.13744899513904,27.133166530720036
AMD,2026-02-06,237.5,Call,0,0,25.75,77,224,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,25.114002531988177,25.12298791417128
AMD,2026-02-06,240,Call,0,0,24.75,607,1511,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,23.162896378759314,23.16224797862167
AMD,2026-02-06,242.5,Call,0,0,23.08,56,187,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,21.289264890299393,21.30140036877672
AMD,2026-02-06,245,Call,0,0,21.54,355,1024,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,19.49770751260948,19.49895285847593
AMD,2026-02-06,247.5,Call,0,0,20.05,104,155,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,17.79218243556778,17.80830508875055
AMD,2026-02-06,250,Call,0,0,18.45,671,1782,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,16.175918470742772,16.176172291291596
AMD,2026-02-06,252.5,Call,0,0,16.95,175,481,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,14.651348318882128,14.67195075838557
AMD,2026-02-06,255,Call,0,0,15.35,973,1382,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,13.22006526620109,13.215314255539882
AMD,2026-02-06,257.5,Call,0,0,14.5,332,395,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,11.882804166460431,11.907350804379774
AMD,2026-02-06,260,Call,0,0,13.15,2436,3305,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,10.63944640774919,10.62480649504171
AMD,2026-02-06,262.5,Call,0,0,11.5,427,208,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,9.489047500745968,9.515425544173626
AMD,2026-02-06,265,Call,0,0,10.9,2104,1209,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,8.429885017163329,8.406044593305554
AMD,2026-02-06,267.5,Call,0,0,9.7,350,224,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,7.45952389435152,7.483925744498836
AMD,2026-02-06,270,Call,0,0,9.05,2457,3522,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,6.574895627882981,6.567676712618694
AMD,2026-02-06,272.5,Call,0,0,8,96,86,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,5.772387603995213,5.789782296645076
AMD,2026-02-06,275,Call,0,0,7.4,1458,1522,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,5.047938768030733,5.05406769727592
AMD,2026-02-06,277.5,Call,0,0,6.65,245,204,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,4.397137960718283,4.40226222975733
AMD,2026-02-06,280,Call,0,0,6,1533,1400,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,3.815321549295639,3.828743080010183
AMD,2026-02-06,282.5,Call,0,0,5.5,67,58,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,3.297667397541666,3.2862531700759416
AMD,2026-02-06,285,Call,0,0,4.85,2523,2429,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,2.8392827181838456,2.852775282743059
AMD,2026-02-06,287.5,Call,0,0,4.35,355,2382,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,2.435283894329075,2.4192973954101764
AMD,2026-02-06,290,Call,0,0,3.92,602,1241,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,2.0808669084734177,2.087845659233747
AMD,2026-02-06,292.5,Call,0,0,3.35,97,46,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,1.7713675484486728,1.7705566109567008
AMD,2026-02-06,295,Call,0,0,3.2,207,223,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,1.5023110458030473,1.4982754890521826
AMD,2026-02-06,297.5,Call,0,0,2.76,74,69,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,1.2694512266852236,1.2736058810513493
AMD,2026-02-06,300,Call,0,0,2.52,2802,2765,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,1.0687996078977093,1.0520622819909704
AMD,2026-02-06,302.5,Call,0,0,2.26,153,65,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.8966451468975016,0.898316674777037
AMD,2026-02-06,305,Call,0,0,1.96,687,1908,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.7495655546784867,0.7445710675631035
AMD,2026-02-06,307.5,Call,0,0,1.78,565,526,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.6244312091880264,0.6195905319207863
AMD,2026-02-06,310,Call,0,0,1.65,364,407,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.5184027716419557,0.5180060486740236
AMD,2026-02-06,312.5,Call,0,0,1.4,11,14,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.4289236181039122,0.4166816581067593
AMD,2026-02-06,315,Call,0,0,1.22,424,351,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.3537081642172879,0.35193190333102925
AMD,2026-02-06,317.5,Call,0,0,1,22,26,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.29072709239274186,0.2871821485552991
AMD,2026-02-06,320,Call,0,0,1.01,125,264,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.238190397960933,0.2326643737934664
AMD,2026-02-06,322.5,Call,0,0,0.76,28,20,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.1945290627755627,0.19288374451384033
AMD,2026-02-06,325,Call,0,0,0.78,105,528,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.1583760492644526,0.15310311523421438
AMD,2026-02-06,327.5,Call,0,0,0.7,15,15,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.12854719139197401,0.1256428930358502
AMD,2026-02-06,330,Call,0,0,0.67,82,215,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.10402244644402492,0.10210453434980987
AMD,2026-02-06,332.5,Call,0,0,0.54,31,29,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.08392786668314711,0.0790952630637286
AMD,2026-02-06,335,Call,0,0,0.57,227,252,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.06751855524593986,0.06569211812117969
AMD,2026-02-06,340,Call,0,0,0.42,19,189,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.04332740928412093,0.04064226637311339
AMD,2026-02-06,345,Call,0,0,0.31,18,20,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.027499738920399697,0.025964814837278763
AMD,2026-02-06,350,Call,0,0,0.31,124,163,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.017270322573494368,0.016398752279221416
AMD,2026-02-06,360,Call,0,0,0.2,47,654,0.0384663600525624,259.67999267578125,0.592350943008552,0.030136986301369864,0.0066094118185372475,0.005906838915217993
